pelicula,genero,duracion,presupuesto,recaudacion,director,fecha_nac_director,actor_protagonista,fecha_nac_prota
Octopussy,Ciencia ficción,2.99,14001112.66,26009543.21,Johannah Skahill,3/11/1935,Agnese Bulcroft,1/15/2008
Jerusalem,Aventura,1.18,13540689.24,27087358.49,Rik Trowle,7/30/1992,Pace Iwaszkiewicz,9/7/1983
The Case of the Lucky Legs,Animación,3.96,8725487.34,15513023.48,Shem Gerald,10/5/2014,Em Burt,4/8/1946
Joysticks,Western,3.4,12736887.0,25687364.87,Serene Cosby,12/24/1955,Emlyn Tracy,5/6/1953
Capone,Fantasía,3.01,17811209.36,45898713.53,Karoly Ellwell,4/29/1952,Hildegaard Correa,12/20/1975
Never Forever,Musical,3.85,15916846.17,45929974.91,Christabel Shingfield,9/4/1942,Bear Capponer,5/23/1934
"Driller Killer, The",Cine negro,2.88,5622371.46,9284769.96,Giffy Stathor,9/2/2007,Madalena Shankster,1/12/1961
Kissed,Histórico,3.11,15268250.73,28032316.67,Cal Songhurst,6/2/2009,Obadias Larose,4/3/2004
The great match,Western,2.59,13848086.9,34063096.08,Olenka Stegers,5/31/1984,Hadria Valenta,7/2/2019
The Big Cube,Acción,2.31,20761881.05,38948457.53,Kaitlin Pryce,5/9/1989,Brewster Lipman,6/15/1951
Belles on Their Toes,Acción,1.68,16626409.16,24954033.15,Adelina Mecco,9/20/1979,Dori Stanistrete,4/3/2013
10.5,Documental,2.88,29645341.0,58693277.27,Kai Orbon,7/16/2018,Cob Edgell,5/21/2005
Viva María!,Comedia,3.81,29768043.22,69673590.75,Aldin Orleton,6/8/2025,Ed Malcolm,3/31/1980
Mr Hockey The Gordie Howe Story,Aventura,1.73,12938707.47,19677800.67,Karine Tume,6/6/2006,Jackquelin Fenck,2/8/1993
"...All the Marbles (California Dolls, The)",Misterio,3.92,25197109.59,59367185.44,Daffie Crammy,5/20/2011,Nobe Wildin,9/14/1993
"City of Women, The (Città delle donne, La)",Cine negro,3.88,15334235.74,27326920.81,Natassia Buscher,4/29/2021,Madelina Yakunikov,11/27/2003
Fear,Comedia,3.2,10017680.21,22088668.36,Ezmeralda Lyall,10/12/2008,Louise Vasechkin,6/9/1988
Shall We Dance?,Acción,1.69,25345564.91,65700645.93,Jarib Balfour,6/4/1983,Dorie Macbane,9/29/2008
"Inheritance, The (Arven)",Suspense,3.25,13041024.94,27587280.01,Susann Hallwood,3/13/2019,Corrina Baxandall,11/6/1984
Brothers: The Return,Terror,3.51,28177542.82,43624703.66,Idalia Hubery,2/26/1972,Giustino Mcwhinnie,11/2/1960
Puppet Master 5: The Final Chapter,Misterio,3.91,18156978.32,52432465.09,Carissa Stears,3/9/2002,Hartley Prantoni,12/4/1938
"Sarah, Plain and Tall",Western,3.86,20394073.11,29791421.46,Odell Simmans,1/5/2006,Stefania Leverington,2/27/1955
Punching the Clown,Animación,3.15,7369973.32,9307509.37,Alberik Freund,10/8/1960,Adair Hevey,9/19/2021
"Clan of the Cave Bear, The",Animación,1.87,15382126.91,31112543.16,Hubert Mulvihill,2/23/1996,Angeli Tidswell,4/11/1968
Beverly Hills Cop II,Aventura,2.38,23634707.4,41793340.05,Katya Isakowicz,3/24/1993,Boigie Doberer,11/11/2021
Spring Breakdown,Suspense,2.29,17300174.49,24753307.8,Giffer Beange,5/17/2014,Marabel Kenrack,2/7/1955
Love and Basketball,Aventura,2.87,24575833.38,72344632.29,Hugo Epelett,6/24/1994,Kelsi Hiom,9/26/1946
Invitation to the Dance,Terror,1.29,14552481.46,33477310.92,Elfreda Azema,11/15/2015,Lorna Marusik,8/12/1993
"Sleeping Car, The",Comedia,1.05,14724129.64,37915156.5,Morlee Brocklebank,11/1/2007,Coleen Braun,10/24/1979
8 Women,Ciencia ficción,3.04,8372548.47,17081490.43,Lilly Durtnell,11/7/1936,Orsa Jzhakov,9/20/1987
Black Venus,Romance,2.76,5308873.12,6839121.29,Mill Heintzsch,5/5/1996,Elnora Tosdevin,11/19/1934
Saw V,Western,2.05,18840617.48,24659666.19,Papagena Lambricht,4/5/1937,Aleksandr Swetmore,8/4/1976
The Squeeze,Histórico,3.9,22684343.48,53531070.55,Gavin Drohan,9/2/2020,Kinny Bazylets,3/3/1990
Deserter (Dezertir),Bélico,2.39,24142760.61,41842915.83,Nerissa Lear,7/25/1946,Cairistiona Adamou,8/6/1952
"Human Condition II, The (Ningen no joken II)",Terror,2.29,7119332.16,19209483.0,Virginia Brocket,2/22/1995,Oralia Verling,1/22/1950
Sintel,Misterio,2.8,17724495.15,27628736.01,Lorine Venart,9/28/2004,Malissia Ganforth,2/4/1947
Anything But Love (a.k.a. Standard Time),Bélico,1.98,13189834.39,34948399.5,Manya Kirby,1/15/1941,Valry Macknish,6/21/2007
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),Fantasía,2.99,13188927.23,33615987.7,Aime Varga,5/23/1977,Kermit Antwis,11/8/1959
Gentlemen,Aventura,1.35,25686632.73,53222722.76,Stace D'Agostini,10/20/1969,Garrott Matz,4/26/1980
Zozo,Acción,2.87,22575516.32,59531335.47,Bailey Maiden,10/6/1985,Alanna Burr,7/31/2023
"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse)",Documental,2.37,6207157.58,14738929.73,Ermanno Celiz,11/16/1989,Salli Titchard,2/8/1990
Fog City Mavericks,Western,1.73,16164598.99,28277411.29,Annabella Braund,11/13/1955,Nikkie Runnacles,11/6/1952
"House of Mirth, The",Acción,3.76,5735334.06,14177431.81,Stanleigh Naisbit,1/17/1944,Faythe Kestin,4/3/2021
"Watch Out, We're Mad (...Altrimenti ci arrabbiamo!)",Misterio,3.08,21922017.0,52918158.79,Mae Yesinin,7/29/2025,Myrvyn Paridge,12/3/1955
Box of Moon Light,Terror,1.88,17011301.63,34068418.7,Jordan Fardon,9/16/1992,Albina Trimby,7/2/1979
Making 'Do the Right Thing',Western,2.06,23787988.9,40100286.22,Shurwood Jacob,10/27/1967,Sharleen Boylund,9/28/1936
Carol for Another Christmas,Cine negro,3.79,28862683.1,66947267.97,Marcos Rolph,10/19/1968,Ekaterina Mowle,9/25/2019
Polish Wedding,Acción,3.83,7462912.25,18818457.83,Camey Pilmer,6/10/2007,Marie-ann Reeday,7/18/1963
Prelude to a Kiss,Romance,1.83,11851584.29,34045559.85,Morgana Yeowell,10/1/2018,Zara Videan,10/6/1981
"Dennis the Menace Christmas, A",Terror,3.27,6374001.84,12102451.48,Elset Arnold,9/10/1932,Wallie Partrick,8/6/1974
Chicken Little,Suspense,1.4,13707044.03,31115965.2,Dorey Rouchy,8/12/1963,Mendy Carse,9/10/1970
"Brave, The",Animación,3.81,11597181.35,28383242.02,Norrie Deerness,3/9/1942,Arel Yakunkin,12/24/1985
Alice in Wonderland,Bélico,2.43,18411366.0,52369700.14,Thaine Leckenby,1/25/1986,Haven Vooght,6/13/2020
Broadway Melody of 1940,Ciencia ficción,1.87,27455259.56,62024631.25,Lewie Sharpling,7/20/1933,Kimball Denekamp,11/27/1944
"Chameleon, The ",Animación,1.75,8896780.14,13857787.43,Gerome Hansom,9/17/1932,Arabela MacRinn,4/11/1984
"Cage aux Folles, La",Acción,3.97,19969413.41,32385242.24,Verge Szimoni,12/2/2004,Liz France,10/26/1991
Alyce Kills,Bélico,1.54,5165308.2,7409894.36,Gale Gauch,4/7/1968,Fianna Louw,12/2/2004
"Monkey's Tale, A (Château des singes, Le)",Acción,1.52,26149865.2,57838451.41,Dorothee Macer,10/31/2000,Filmer Lygo,4/26/1961
"Night Out, A",Documental,2.84,25070864.54,65353225.73,Amity Saterweyte,4/10/2018,Selig Frarey,3/1/1944
Edmund Kean: Prince Among Lovers (Kean),Documental,3.2,22754114.52,56102680.6,Isaac Vuitton,4/7/2026,Cissiee Oldacre,12/4/2001
From Above,Histórico,3.71,12470974.18,30423207.44,Brigitte Say,7/18/1996,Tatiania Jennaway,4/25/2023
Dead Man on Campus,Histórico,3.37,10355634.32,15654993.51,Carmita Deeble,1/2/1966,Ringo Orfeur,1/20/1966
Dirty Deeds,Terror,1.39,6475003.6,13467678.06,Venita McKinstry,1/17/2007,Harley Tolefree,4/4/1946
How to Be a Player,Suspense,3.33,27198444.51,76040559.74,Lacy Muzzini,9/17/1980,Gaylord Pitcaithley,1/24/1977
Dead of Night,Drama,3.31,13656663.99,25018102.55,Jori Divis,9/8/1988,Bo Cereceres,4/27/1952
$ellebrity (Sellebrity),Musical,1.78,8868856.27,17536410.61,Leena Cheney,12/31/1989,Eleni Bracchi,6/20/1959
"Book of Eli, The",Histórico,3.44,29900042.48,64483102.24,Shandie Wealleans,9/12/1962,Luce Luciani,6/26/2021
The Big Flame,Terror,2.77,23773899.07,32575557.1,Dorie Trickett,11/19/2016,Fredi Glenny,12/5/1968
"Crawling Eye, The (a.k.a. Trollenberg Terror, The)",Acción,3.51,23110697.76,38657091.66,Nefen Ruperti,3/26/1989,Paola Speechley,8/7/1965
Only the Strong,Documental,1.61,15224701.54,20907044.48,Gaspar Bootton,10/24/1959,Bamby Enriques,7/16/2006
Critters 3,Cine negro,2.0,19368262.11,28707810.08,Becky Syddie,7/1/1979,Konstantin Livingston,4/21/1970
Ghoulies IV,Drama,1.83,12306737.04,20510803.07,Honey Matthias,11/8/1936,Maureen Dennistoun,3/13/1983
Hot Pursuit,Musical,3.59,8553001.01,25466269.15,Durward Panks,10/28/1958,Rheta Kiljan,4/23/1985
War Stories,Acción,3.6,13276560.12,17479067.49,Nicholas Petto,8/24/1985,Keely McCorrie,3/13/1996
Origin: Spirits of the Past (Gin-iro no kami no Agito),Western,3.96,9548059.47,26517179.93,Shawna Shovell,9/29/1991,Ashley Dewhirst,1/10/1964
Fearful Symmetry: The Making of 'To Kill a Mockingbird',Western,3.68,26063262.2,51131735.28,Phebe Dragoe,3/4/2002,Annalee Brameld,11/8/1935
"Boxer, The",Comedia,1.31,16287225.2,27928205.29,Trueman Brownlee,12/22/1933,Teddy Darinton,1/27/1955
"Arise, My Love",Ciencia ficción,1.44,9092386.01,12073141.7,Kelcey Rattenberie,3/18/1995,Carolann Corps,8/13/1988
"Last Exorcism, The",Histórico,3.43,15363165.36,29633722.86,Hamnet Palphreyman,12/20/1991,Craig Bullus,9/21/2024
Mantrap,Cine negro,2.6,6007362.33,11254176.32,Aurlie Melley,9/15/1997,Cecelia Cruddas,6/27/1983
"Oh, Susanna!",Drama,1.11,15368880.86,19438301.5,Erroll Nolot,2/11/2012,Ynez Britto,12/25/1995
Hush,Misterio,3.72,20553162.11,31558573.71,Juieta Keelan,5/9/1979,Melina Trodd,3/18/2003
Twin Town,Drama,2.28,28423458.15,68841080.39,Jarrod Perchard,7/14/1968,Laina Filisov,7/19/1986
28 Days,Cine negro,2.58,9697550.57,12276368.98,Cristiano Gadie,4/15/2006,Martelle Uttridge,2/10/1939
Antitrust,Bélico,1.16,20597011.15,33462689.98,Silvain Charlot,11/5/1955,Justin Aldington,9/6/2023
The Tattooist,Cine negro,3.2,13741030.42,27181783.68,Ruttger Woodman,11/7/1947,Walt Dumbar,12/8/1946
Mr. Freedom,Ciencia ficción,1.33,7393240.82,20516950.69,Nowell de Courcey,4/3/1932,Ronda Woakes,5/18/1944
"Liquidator, The",Romance,3.97,8609671.09,21408675.26,Maure Dury,1/12/2014,Mariette Bossel,10/15/2018
Edges of the Lord,Romance,3.65,16817593.69,42585164.62,Genevra Morison,8/25/1965,Karola Sharma,1/26/2016
Dear God,Acción,1.3,20716868.98,44538123.82,Randie Codrington,11/12/2016,Linzy Shepcutt,2/28/2004
Frequency,Aventura,1.16,20692830.98,44630728.74,Ichabod Besantie,7/22/2012,Dona Hartly,10/20/1948
Horrors of Spider Island (Ein Toter Hing im Netz),Western,2.09,12400197.32,31089387.55,Fidelio Catley,3/6/2012,Louis Eliff,7/17/1936
Brothers (Veljekset),Acción,3.48,6660208.35,16143468.66,Elberta Renowden,5/17/1983,Rodd Cubbit,7/3/1940
Son of Rambow,Cine negro,3.48,15523682.69,39839663.62,Issi Murrum,8/31/1961,Denis Bowland,8/17/1983
Casper Meets Wendy,Documental,2.59,15637359.78,45357277.55,Nevsa Duffyn,5/8/1994,Wendye De Vries,12/13/2002
"Chaser, The (Chugyeogja)",Acción,2.35,29152040.46,37978004.08,Cassie Snary,5/13/1935,Bren Emmens,3/17/1994
White Noise 2: The Light,Terror,1.25,9815963.8,22225119.58,Abner Noraway,7/25/1953,Hunfredo Burgwin,6/29/2011
"High Cost of Living, The",Ciencia ficción,1.03,24861274.27,34130045.41,Lyndsay Brea,9/3/1987,Farrell Lantoph,10/13/2018
"Game Plan, The",Musical,1.61,6155312.74,12324563.47,Pamella Mingardo,5/10/1936,Yevette Patry,7/15/2009
Jimmy Hollywood,Aventura,3.42,28110979.3,49033350.91,Sigfrid Micheli,10/17/1994,Corella Willatt,11/13/1940
Trancers II,Cine negro,1.41,26037744.4,70174513.08,Esmaria Jurczyk,5/10/1960,Abbott Rickell,10/31/1955
Buffalo Soldiers,Documental,1.83,17571465.73,51858781.66,Nana Piddle,12/20/1951,Kordula Spear,6/22/1995
Planes: Fire & Rescue,Histórico,3.56,16133409.65,20898438.48,Phyllis Barles,2/19/1997,Inger Tarbath,12/31/1972
Harry Potter and the Goblet of Fire,Misterio,1.6,29973756.58,82144675.12,Antoinette Rosenbush,2/17/1975,Merilee Poyzer,1/9/2006
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)",Comedia,1.87,28012413.65,53352969.65,Bartolomeo Brunton,8/20/1930,Nomi Inns,1/2/1984
"Indian Tomb, The (Das indische Grabmal)",Misterio,2.52,10730670.51,25462715.14,Edna Elston,8/20/1962,Nelson Willmore,9/15/1934
Croupier,Acción,1.24,27438131.72,72307260.64,Dorolisa Rouby,8/27/1971,Dawna Linsey,6/18/1947
Digging to China,Western,3.33,17468425.95,33240768.21,Sanford Cazalet,12/22/2016,Faun Rings,1/6/1971
Saints and Soldiers: Airborne Creed,Suspense,2.22,5067303.61,12624044.64,Lindy Barracks,12/13/1947,Craig Wotton,11/12/1977
Light the Fuse... Sartana Is Coming,Musical,1.34,25583604.99,59262100.3,Gwenneth Sheldrick,7/13/1932,Peggi Noulton,8/10/1936
Days and Nights in the Forest (Aranyer Din Ratri),Bélico,1.82,26080320.23,60263957.08,Fairleigh Matthai,11/19/2022,Ilka MacIan,10/9/1935
Survival of the Dead,Comedia,2.03,23384999.16,29760978.83,Madalena Waltering,5/28/1962,Marijo Ollivierre,1/14/1966
Pope Joan (Die Päpstin),Romance,3.85,8112951.23,19530989.15,Corine Ninotti,6/23/2016,Lavinia Lynam,5/13/1994
The Bloodstained Butterfly,Fantasía,2.92,6108740.02,10910525.99,Amye Bullent,5/23/1985,Clovis Ramelot,6/18/1998
I Live in Fear (Ikimono no kiroku),Acción,1.62,19559682.05,54678078.63,Ruby Rock,9/16/1949,Luise Hollows,2/24/1952
Leatherface: Texas Chainsaw Massacre III,Histórico,3.83,27654600.39,47679813.31,Coop Noen,8/6/1950,Byron Clewley,1/9/2019
Slasher,Romance,3.12,10443627.1,17628084.77,Shandeigh Isaaksohn,1/5/2006,Abramo Curd,5/1/1972
"Lonely Passion of Judith Hearne, The",Animación,1.03,16892701.26,46902476.61,Pearce Deniscke,2/17/1972,Josefina Carlyle,5/9/2005
High School Musical,Aventura,3.82,14304914.23,22111662.5,Lonnie Umbert,4/29/2003,Karyn Gillicuddy,12/21/1935
My Little Business (Ma petite entreprise),Animación,2.82,28663658.2,61170990.01,Vaclav Lamas,5/3/2018,Kissee Fortye,4/9/1936
"Hen, his wife",Documental,3.22,6833589.22,13526999.41,Westbrook Cavanaugh,3/12/1973,Francisca Inkpen,3/7/2008
Outsourced,Documental,3.07,10127904.7,30341599.52,Nadeen Frunks,8/4/1969,Aila Parmenter,4/16/1971
Caught Up,Misterio,3.02,11053723.35,24131256.81,Lynnea Weight,7/18/1998,Lew Izat,8/21/1954
Summer Holiday,Acción,2.69,12326987.5,30075530.09,Bernie Speaks,11/6/2012,Myrtice Klimpke,4/26/1947
Enchanted April,Suspense,3.68,8402624.53,13344042.94,Charis Manueau,4/21/1957,Joellen FitzGeorge,8/21/1963
"Battle of Russia, The (Why We Fight, 5)",Comedia,1.46,10118966.72,22847691.32,Jacynth Wendover,8/11/1933,Angeli Golborn,4/10/2005
Everything I Can See From Here,Acción,2.64,10707731.44,31438353.91,Andy Behrendsen,12/28/1979,Nollie Aindrais,3/1/1949
Conan the Barbarian,Misterio,2.21,21863929.68,40618726.13,Allys Doles,7/15/1972,Mirabella Gouda,10/26/1930
Bonjour Monsieur Shlomi (Ha-Kochavim Shel Shlomi),Fantasía,1.01,25430043.01,39037222.99,Dino Reck,11/2/1969,Vaclav Cornwell,10/15/1959
Beatdown,Histórico,2.83,28671704.58,60322264.04,Gav Rawlcliffe,2/3/1963,Lita Knevet,9/20/1945
To Kill a Mockingbird,Terror,3.91,5042422.53,12068133.11,Kaitlyn Gaitskill,2/15/1988,Chan Fryd,5/10/2014
Summer House,Fantasía,3.74,26129716.33,50206284.77,Wyatt Lambie,12/6/1931,Caye Hathorn,4/4/1938
2 Days in the Valley,Bélico,3.08,14607258.07,42977981.35,Fraser Iacovucci,3/26/1936,Fleurette Gritskov,4/20/1975
The Beautiful Story,Suspense,2.79,16013096.89,46349109.01,Drusy Stovell,11/14/2013,Rory Childs,5/25/1980
Forever Yours (Ikuisesti sinun),Histórico,2.86,5249837.86,10705853.41,Roana Larmett,5/31/2018,Wylma McCourtie,9/3/1951
Windfall,Terror,3.37,16072129.92,36288739.36,Micky Bertie,8/5/2013,Nanice Serle,3/28/2003
Johns,Bélico,2.3,24724821.98,47994421.13,Moshe Spellar,11/28/2005,Katharina Camerana,7/10/1960
City of God (Cidade de Deus),Drama,3.74,21492659.51,58747189.12,Darlleen Cyseley,3/12/1996,Gwenni Durnell,11/11/1935
Annapolis,Histórico,1.42,14645139.27,35905910.16,August Brissenden,6/1/1993,Manolo O'Shiel,11/25/1996
Trial by Jury,Terror,3.96,21237551.22,40006578.18,Jamie Sadd,1/13/2015,Bea MacAllister,10/14/2024
Valentine,Romance,1.67,12158615.41,21529964.86,Sibyl Rutherforth,10/23/1971,Elvin Docket,1/30/2011
"Mothman Prophecies, The",Fantasía,1.35,27615382.48,45644687.68,Dix Thirsk,2/5/1954,Annabelle Cartmael,3/2/1944
"Deep, The",Documental,3.76,22497547.83,36157273.22,Caitrin South,10/24/1935,Matt Keech,10/10/2000
"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go)",Romance,2.45,26898456.39,34031861.83,Petey Brixey,3/12/1964,Krishna McComiskie,11/1/1989
Love Simple,Cine negro,2.57,26966625.52,72003182.84,Buiron Ashwood,9/27/1955,Maggy Wilsee,11/24/1946
Returner (Ritaanaa),Comedia,2.27,27561237.39,80386622.82,Fons Garnham,12/3/1990,Bobby O'Driscole,2/5/1978
Land and Freedom (Tierra y libertad),Animación,3.0,28486131.29,60550222.6,Rosa Brood,1/2/1979,Nadean De Angelo,2/18/2021
Little Boy Blue,Drama,1.88,24917891.84,67155225.65,Margret Traise,6/23/1954,Jacquelin Lymbourne,7/16/1977
By Dawn's Early Light,Documental,3.83,28912264.05,86244817.3,Moshe Nason,3/31/1963,Pavia Rodge,10/26/1985
Enough,Misterio,1.97,28219885.04,72405586.97,Babara Armfirld,12/16/1934,Curtice Choupin,8/28/1972
I Love Your Work,Suspense,3.8,21539789.79,61319226.36,Koren Varran,4/11/2014,Patsy Klees,9/8/1942
Guerrilla: The Taking of Patty Hearst,Bélico,3.65,18931732.33,52067079.99,Barbabra Blaxter,6/1/1939,Simona Tickner,10/27/1972
King Rat,Misterio,2.86,9321558.35,25655614.44,Marcelia Wolfenden,2/3/1991,Danila Shivell,11/16/2025
Little Miss Broadway,Suspense,2.36,11910049.01,30947300.39,Ellene Lydiard,1/7/1967,Rolland Southerton,3/2/1939
Blind Massage (Tui na),Animación,3.34,13051065.77,31812189.87,Sherlocke Annesley,3/9/1970,Ambrosius Ostrich,3/24/1967
RocknRolla,Terror,1.53,7665001.39,9605026.24,Adelind Innocenti,9/15/1982,Pauly Corneck,5/17/1992
Birdman,Cine negro,3.96,15926481.77,41443920.0,Cassius Enriquez,5/5/1941,Fred Kinsett,7/9/1956
Isle of the Dead,Bélico,2.97,8247355.03,22830380.11,Brett Paxman,4/22/1955,Mata Sach,8/19/2004
Company of Heroes,Aventura,3.58,24078404.76,47908528.51,Chrysler Bauldrey,8/3/1940,Paxon Jerman,6/16/1948
Deliverance,Aventura,1.35,22958438.7,31415063.04,Arda Dillon,5/17/1983,Nevil Joao,4/29/1937
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),Histórico,1.11,27434818.83,57876371.1,Shara Fynn,5/24/2025,Conrad Doncom,8/10/1946
"Adventurer: The Curse of the Midas Box, The",Terror,1.86,21591838.22,55396071.23,Rosalyn Lamey,10/7/1992,Carmina Kivits,9/19/1931
Act of Valor,Romance,2.99,10982370.84,25906128.96,Paolo Titcomb,11/13/1996,Lammond Chessum,11/15/1980
Regarding Henry,Western,3.23,10966419.72,16537962.64,Terrance Dossetter,8/8/2004,Kristan Hornbuckle,10/10/2021
"Accidental Golfer, The (Den ofrivillige golfaren)",Histórico,3.27,15770972.49,34615894.34,Justinn Bediss,11/30/1984,Emera Kalisch,6/5/1980
"Dolly Sisters, The",Western,1.06,19703496.96,55917805.45,Henrietta Chauvey,3/18/1938,Vivianne Championnet,6/17/1982
Kikujiro (Kikujirô no natsu),Romance,2.01,25334453.62,47296929.95,Karylin Brugden,4/16/1953,Lev Calveley,2/27/1981
Lucky Star,Drama,2.27,22002925.35,39898460.3,Blythe Benfield,12/1/2024,Lynett Bengle,4/9/2023
"Paleface, The",Suspense,1.09,13613472.85,18023998.93,Rania Nardrup,10/14/1955,Donnajean Copp,12/19/1999
"Slugger's Wife, The",Drama,3.8,15851802.88,28054935.78,Ella Tschierse,10/7/1975,Barbe Hanhardt,1/15/1949
"Indian in the Cupboard, The",Cine negro,2.19,27256081.33,68011176.67,Winfred Hartlebury,7/3/1991,Garvey Wren,12/21/1989
Drones,Fantasía,3.76,6798872.88,18270593.78,Niki D'Avaux,5/23/1959,Linell Worsom,10/19/1948
Convict 13,Suspense,1.94,8403136.04,19830307.82,Egon Scapelhorn,1/15/1958,Dolph Cosgry,8/23/2010
"Eternal Return, The (L'éternel retour)",Terror,2.09,24084843.75,40770160.05,Nedi Ruff,11/20/1939,Eleanora Prowse,6/25/1938
Mighty Uke,Bélico,1.41,18469948.74,43026019.54,Ivy Tennant,1/8/1975,Giordano Whitley,1/20/1959
Resident Evil: Afterlife,Drama,3.89,11397693.94,23419803.29,Jesse Clover,7/16/1975,Bree Dashkovich,12/29/1941
Deep in the Woods (Promenons-nous dans les bois),Musical,2.23,27010989.45,57540998.55,Magdaia Dioniso,3/7/1936,Annecorinne Antonignetti,11/3/1947
The Mask You Live In,Fantasía,3.96,17135900.3,31185311.48,Lodovico Matveyev,9/26/1955,Shep Coster,5/12/2021
Onmyoji (Onmyoji: The Yin Yang Master),Ciencia ficción,3.65,14882222.87,31978434.81,Darius Hallihane,6/30/1980,Gilly Pasby,8/31/1945
House Hunting,Aventura,1.09,11766358.8,17736182.21,Wilona Skillman,4/20/1938,Aggy Brixey,1/26/1994
Super High Me,Western,2.44,23033593.34,41099899.32,Pace Geekie,3/26/2013,Phillip Rudderham,3/6/1932
Meek's Cutoff,Drama,3.35,22301129.7,28878290.37,Benny Lugsdin,10/30/1959,Krystle Wildblood,12/6/1932
"Wild Thornberrys Movie, The",Cine negro,3.42,25538449.09,64506688.22,Kevina Brasseur,10/5/1994,Sandye Langton,4/12/2012
Dear Brigitte,Aventura,3.65,10868450.43,21989147.95,Merrel Ingraham,3/18/1960,Irvine Healy,5/31/1936
"Great Bank Hoax, The",Cine negro,2.36,16626882.27,24025782.05,Umeko Dieton,8/14/1967,Benedetto Jossum,1/24/1950
"Sugar Curtain, The (El telón de azúcar)",Fantasía,3.09,15657302.57,24343409.57,Ethelind Antos,4/11/2022,Mada Itzhak,5/30/1971
Portrait of Maria (María Candelaria (Xochimilco)),Romance,2.43,21630304.6,36168236.84,Shaw Dubarry,4/13/1942,Dev Stutard,2/7/2008
Town & Country,Ciencia ficción,3.81,8017772.05,18510896.95,Des Picker,5/29/2017,Isabeau Bessey,10/28/1956
His Kind of Woman,Romance,3.87,23122133.66,66390230.37,Cynthia Lumbly,7/8/1940,Pansy Joska,11/5/2009
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",Acción,2.78,15971070.82,21167331.83,Abigael Carrick,7/12/1963,Blake Geraghty,7/11/1986
"Scalphunters, The",Drama,2.1,13224633.92,31557859.14,Hulda Axcel,10/1/1979,Jessy Pedrazzi,3/7/1935
Anita,Histórico,3.96,28300729.39,53669013.8,Weber Digle,4/24/1967,Lilas Koomar,12/4/1982
Where a Good Man Goes (Joi gin a long),Comedia,1.03,12767723.97,17553951.05,Sabrina Boc,8/19/2017,Terri-jo Braunlein,11/22/1987
Halo Legends,Bélico,2.21,25589401.04,65220083.51,Jenica Gait,11/1/1975,Christopher Bawden,11/11/1950
"Weekend It Lives, The (Ax 'Em)",Documental,3.52,7422050.53,13823251.52,Garfield Randalson,7/21/1960,Vivienne Corden,3/15/2019
We Were Here,Animación,3.92,5407344.95,10014092.66,Emmett Cotgrove,6/12/1990,Rosemonde Whooley,9/19/1953
Mirage Men,Animación,3.21,16909568.1,29981998.55,Glyn Perroni,12/11/1954,Ancell Coryndon,2/8/1958
Lunacy (Sílení),Documental,1.99,8160744.87,15006326.38,Bram Banaszewski,4/30/2019,Bentlee Kort,11/19/2014
Big Bad Wolf,Comedia,1.87,22242084.39,51193318.72,Karyl Galler,9/27/1936,Phillida Ruegg,9/24/1937
Beauty Day,Ciencia ficción,2.55,13061112.89,16668867.62,Hewett Baugh,10/19/1979,Augustus Hardiman,1/27/1999
Back to the Secret Garden,Musical,2.93,17181783.31,35614321.29,Herculie Pappin,1/6/1965,Sollie Tofanini,10/29/2012
"Ladies Man, The",Western,2.44,12041737.84,20280728.49,Leanora Eyton,8/27/2005,Natty Babin,12/20/1989
"Line King: The Al Hirschfeld Story, The",Fantasía,3.95,17432050.71,23205517.96,Bourke Olekhov,9/3/2019,Mannie Brookesbie,11/25/1933
My Life in Pink (Ma vie en rose),Aventura,3.55,23119430.96,38552927.12,Harley Pettko,12/17/2018,Rosalinda Bedford,1/11/2026
Miracle,Acción,3.66,15735822.59,30868261.35,Aubert Criag,3/7/1986,Waylan Goade,1/8/2011
Strange Invaders,Ciencia ficción,3.28,6627741.36,10154016.25,Roman Flieger,4/6/1984,Aviva Free,11/29/1946
Night on Earth,Romance,3.13,25413336.25,49837307.59,Ulrike Sprowell,9/28/1998,Seka Bellew,2/20/1987
"Wisdom of Crocodiles, The (a.k.a. Immortality)",Cine negro,3.1,19632301.37,32921045.9,Caddric Shallo,12/7/1933,Cymbre Ponter,10/26/2000
"Return of the Living Dead, The",Western,1.08,25183712.26,50372968.48,Gayla Maliffe,9/6/1954,Melisse Oxtaby,3/8/1945
Decoder,Bélico,3.69,12023253.55,17367542.37,Thebault Scone,1/30/1974,Moina Pennoni,6/24/1992
The Vixen,Musical,3.71,11932348.14,19559348.41,Ambros Orrow,5/27/1944,Killian Denzilow,6/3/1934
Tarantella,Histórico,2.88,21076481.58,40885727.77,Sheree Fellon,6/16/1957,Felicle Devonport,9/29/1937
Finian's Rainbow,Histórico,3.26,28494586.83,78286745.6,Haily Fronek,2/18/2021,Adoree Munroe,5/9/1948
"Mating Habits of the Earthbound Human, The",Bélico,1.01,19274407.72,56826832.9,Melli Rosenbusch,10/24/1992,Brannon Dome,4/8/1948
